p_index_int,"p_index_text",acc_int,"acc_tag","acc_txt","replaceText","namAut","shTitle"
569,"a00569",654,"_654_","a00654","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_654_','a00569') WHERE 1;","BLAIR, JOHN DURBARROW","Words of Eternal Life, The"
570,"a00570",451,"_451_","a00451","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_451_','a00570') WHERE 1;","BOARMAN, JOHN","Afflictions, On"
571,"a00571",452,"_452_","a00452","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_452_','a00571') WHERE 1;","BOARMAN, JOHN","All Saints, For"
572,"a00572",56,"_56_","a00056","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_56_','a00572') WHERE 1;","BOARMAN, JOHN","False prophets, On"
573,"a00573",55,"_55_","a00055","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_55_','a00573') WHERE 1;","BOARMAN, JOHN","Feast of all Saints, The"
574,"a00574",149,"_149_","a00149","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_149_','a00574') WHERE 1;","BOARMAN, JOHN","Gospel, On the"
575,"a00575",150,"_150_","a00150","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_150_','a00575') WHERE 1;","BOARMAN, JOHN","Holy Catholic Church, On the"
576,"a00576",54,"_54_","a00054","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_54_','a00576') WHERE 1;","BOARMAN, JOHN","Necessity of good works, On the"
577,"a00577",57,"_57_","a00057","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_57_','a00577') WHERE 1;","BOARMAN, JOHN","Torments of Hell, On the"
578,"a00578",148,"_148_","a00148","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_148_','a00578') WHERE 1;","BOARMAN, JOHN","Truth of religion, On the"
579,"a00579",59,"_59_","a00059","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_59_','a00579') WHERE 1;","BOARMAN, SYLVESTER","Advent, On"
580,"a00580",70,"_70_","a00070","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_70_','a00580') WHERE 1;","BOARMAN, SYLVESTER","Advent, On"
581,"a00581",72,"_72_","a00072","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_72_','a00581') WHERE 1;","BOARMAN, SYLVESTER","Apostles' Creed, On the"
582,"a00582",63,"_63_","a00063","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_63_','a00582') WHERE 1;","BOARMAN, SYLVESTER","Dedication of a chapel to the Virgin Mary, On the"
583,"a00583",61,"_61_","a00061","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_61_','a00583') WHERE 1;","BOARMAN, SYLVESTER","Feast of the Sacred Heart, On the"
584,"a00584",69,"_69_","a00069","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_69_','a00584') WHERE 1;","BOARMAN, SYLVESTER","Giving scandal, On"
585,"a00585",73,"_73_","a00073","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_73_','a00585') WHERE 1;","BOARMAN, SYLVESTER","Hail Mary, On the"
586,"a00586",64,"_64_","a00064","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_64_','a00586') WHERE 1;","BOARMAN, SYLVESTER","Nativity, On the"
587,"a00587",71,"_71_","a00071","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_71_','a00587') WHERE 1;","BOARMAN, SYLVESTER","Nativity, On the"
588,"a00588",66,"_66_","a00066","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_66_','a00588') WHERE 1;","BOARMAN, SYLVESTER","Pardoning our Enemies, On"
589,"a00589",60,"_60_","a00060","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_60_','a00589') WHERE 1;","BOARMAN, SYLVESTER ","Passion of Christ, On the"
590,"a00590",65,"_65_","a00065","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_65_','a00590') WHERE 1;","BOARMAN, SYLVESTER","Resurrection, On the"
591,"a00591",67,"_67_","a00067","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_67_','a00591') WHERE 1;","BOARMAN, SYLVESTER","Revenge, On"
592,"a00592",62,"_62_","a00062","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_62_','a00592') WHERE 1;","BOARMAN, SYLVESTER","Sanctity, On"
593,"a00593",68,"_68_","a00068","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_68_','a00593') WHERE 1;","BOARMAN, SYLVESTER","Spiritual benefits, On"
594,"a00594",58,"_58_","a00058","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_58_','a00594') WHERE 1;","BOARMAN, SYLVESTER","St. Francis Xavier, On"
595,"a00595",83,"_83_","a00083","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_83_','a00595') WHERE 1;","BOLTON, JOHN","All Saints, On the feast of"
596,"a00596",80,"_80_","a00080","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_80_','a00596') WHERE 1;","BOLTON, JOHN","Ascension, On the"
597,"a00597",74,"_74_","a00074","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_74_','a00597') WHERE 1;","BOLTON, JOHN","Assumption, On the"
598,"a00598",82,"_82_","a00082","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_82_','a00598') WHERE 1;","BOLTON, JOHN","Assumption, On the"
599,"a00599",1030,"_1030_","a01030","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1030_','a00599') WHERE 1;","BOLTON, JOHN","Certainty of Death, On the"
600,"a00600",89,"_89_","a00089","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_89_','a00600') WHERE 1;","BOLTON, JOHN ","Death, On"
601,"a00601",91,"_91_","a00091","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_91_','a00601') WHERE 1;","BOLTON, JOHN","Death, On"
602,"a00602",95,"_95_","a00095","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_95_','a00602') WHERE 1;","BOLTON, JOHN","Death, On Preparation for"
603,"a00603",81,"_81_","a00081","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_81_','a00603') WHERE 1;","BOLTON, JOHN","Devotion to Saints and their relics, On"
604,"a00604",93,"_93_","a00093","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_93_','a00604') WHERE 1;","BOLTON, JOHN","Epiphany, On the"
605,"a00605",85,"_85_","a00085","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_85_','a00605') WHERE 1;","BOLTON, JOHN","Fasting, On"
606,"a00606",96,"_96_","a00096","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_96_','a00606') WHERE 1;","BOLTON, JOHN","Feast of Corpus Christi, On the"
607,"a00607",75,"_75_","a00075","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_75_','a00607') WHERE 1;","BOLTON, JOHN ","Feast of St. Ignatius, On the"
608,"a00608",77,"_77_","a00077","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_77_','a00608') WHERE 1;","BOLTON, JOHN","Judgment, On"
609,"a00609",86,"_86_","a00086","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_86_','a00609') WHERE 1;","BOLTON, JOHN","Nativity, On the"
610,"a00610",87,"_87_","a00087","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_87_','a00610') WHERE 1;","BOLTON, JOHN ","Nativity, On the"
611,"a00611",94,"_94_","a00094","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_94_','a00611') WHERE 1;","BOLTON, JOHN","Nativity, On the"
612,"a00612",88,"_88_","a00088","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_88_','a00612') WHERE 1;","BOLTON, JOHN","Pain of loss, On ye"
613,"a00613",92,"_92_","a00092","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_92_','a00613') WHERE 1;","BOLTON, JOHN","Pain of loss, On ye"
614,"a00614",84,"_84_","a00084","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_84_','a00614') WHERE 1;","BOLTON, JOHN","Penance, On"
615,"a00615",454,"_454_","a00454","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_454_','a00615') WHERE 1;","BOLTON, JOHN","Pentecost, On"
616,"a00616",79,"_79_","a00079","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_79_','a00616') WHERE 1;","BOLTON, JOHN","Pride, On"
617,"a00617",90,"_90_","a00090","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_90_','a00617') WHERE 1;","BOLTON, JOHN ","Purgatory, On"
618,"a00618",76,"_76_","a00076","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_76_','a00618') WHERE 1;","BOLTON, JOHN","Resurrection, On the"
619,"a00619",78,"_78_","a00078","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_78_','a00619') WHERE 1;","BOLTON, JOHN","Salvation, On"
620,"a00620",453,"_453_","a00453","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_453_','a00620') WHERE 1;","BOLTON, JOHN","Sexagesima Sunday, On"
621,"a00621",97,"_97_","a00097","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_97_','a00621') WHERE 1;","BOLTON, JOHN","Suffering in this world, On"
622,"a00622",103,"_103_","a00103","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_103_','a00622') WHERE 1;","BOONE, JOHN","Avoidance of sin, On the"
623,"a00623",100,"_100_","a00100","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_100_','a00623') WHERE 1;","BOONE, JOHN","Establishment of the Xn Church, On the"
624,"a00624",101,"_101_","a00101","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_101_','a00624') WHERE 1;","BOONE, JOHN ","Feast of St. Ignatius, On the"
625,"a00625",98,"_98_","a00098","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_98_','a00625') WHERE 1;","BOONE, JOHN","Great Commandment, On the"
626,"a00626",104,"_104_","a00104","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_104_','a00626') WHERE 1;","BOONE, JOHN","Use of time, On the"
627,"a00627",102,"_102_","a00102","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_102_','a00627') WHERE 1;","BOONE, JOHN","Word of God, On the"
628,"a00628",99,"_99_","a00099","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_99_','a00628') WHERE 1;","BOONE, JOHN","Worship in spirit and truth, On "
629,"a00629",477,"_477_","a00477","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_477_','a00629') WHERE 1;","[BUCHAN, ROBERT]","Contemplation of Christ, The"
630,"a00630",105,"_105_","a00105","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_105_','a00630') WHERE 1;","CARROLL, JAMES","Afflictions, On"
631,"a00631",108,"_108_","a00108","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_108_','a00631') WHERE 1;","CARROLL, JAMES","Ambition, On"
632,"a00632",109,"_109_","a00109","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_109_','a00632') WHERE 1;","CARROLL, JAMES ","Congregational discord, On"
633,"a00633",107,"_107_","a00107","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_107_','a00633') WHERE 1;","CARROLL, JAMES","Contempt of the world, On the"
634,"a00634",106,"_106_","a00106","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_106_','a00634') WHERE 1;","CARROLL, JAMES","Passion and Resurrection, On the"
635,"a00635",143,"_143_","a00143","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_143_','a00635') WHERE 1;","CARROLL, JOHN","Appeal for School Funds, An"
636,"a00636",138,"_138_","a00138","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_138_','a00636') WHERE 1;","CARROLL, JOHN","Assumption of Mary, On the"
637,"a00637",114,"_114_","a00114","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_114_','a00637') WHERE 1;","CARROLL, JOHN","Charity of Baltimore, The"
638,"a00638",163,"_163_","a00163","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_163_','a00638') WHERE 1;","CARROLL, JOHN ","Charity: John the Apostle"
639,"a00639",167,"_167_","a00167","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_167_','a00639') WHERE 1;","CARROLL, JOHN","Charity: Mark, VIII, 2"
640,"a00640",145,"_145_","a00145","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_145_','a00640') WHERE 1;","CARROLL, JOHN","Charity: The Neighbor"
641,"a00641",135,"_135_","a00135","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_135_','a00641') WHERE 1;","CARROLL, JOHN","Commemoration of American Independence"
642,"a00642",110,"_110_","a00110","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_110_','a00642') WHERE 1;","CARROLL, JOHN","Completion of a church, On"
643,"a00643",117,"_117_","a00117","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_117_','a00643') WHERE 1;","CARROLL, JOHN","Confirmation of faith, On the"
644,"a00644",132,"_132_","a00132","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_132_','a00644') WHERE 1;","CARROLL, JOHN","Confirmation: II Corinthians I, 21"
645,"a00645",154,"_154_","a00154","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_154_','a00645') WHERE 1;","CARROLL, JOHN","Confirmation: John, V"
646,"a00646",140,"_140_","a00140","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_140_','a00646') WHERE 1;","CARROLL, JOHN","Confirmation: Jude, V, 20"
647,"a00647",151,"_151_","a00151","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_151_','a00647') WHERE 1;","CARROLL, JOHN","Death: Fragments"
648,"a00648",118,"_118_","a00118","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_118_','a00648') WHERE 1;","CARROLL, JOHN","Decree on the death of Pius VI"
649,"a00649",160,"_160_","a00160","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_160_','a00649') WHERE 1;","CARROLL, JOHN","Duties of Parents: Ephesians, VI, 4"
650,"a00650",144,"_144_","a00144","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_144_','a00650') WHERE 1;","CARROLL, JOHN","Easter Duty"
651,"a00651",158,"_158_","a00158","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_158_','a00651') WHERE 1;","CARROLL, JOHN","Eucharist: Frequentation"
652,"a00652",162,"_162_","a00162","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_162_','a00652') WHERE 1;","CARROLL, JOHN","Eucharist: The Great Supper"
653,"a00653",127,"_127_","a00127","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_127_','a00653') WHERE 1;","CARROLL, JOHN","Eucharist: The Old Law and the New"
654,"a00654",112,"_112_","a00112","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_112_','a00654') WHERE 1;","CARROLL, JOHN","Excommunication of John Causse, On the"
655,"a00655",131,"_131_","a00131","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_131_','a00655') WHERE 1;","CARROLL, JOHN","Faith"
656,"a00656",129,"_129_","a00129","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_129_','a00656') WHERE 1;","CARROLL, JOHN","False Prophets"
657,"a00657",142,"_142_","a00142","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_142_','a00657') WHERE 1;","CARROLL, JOHN","False Prophets"
658,"a00658",120,"_120_","a00120","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_120_','a00658') WHERE 1;","CARROLL, JOHN ","Happiness of Heaven, On the"
659,"a00659",134,"_134_","a00134","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_134_','a00659') WHERE 1;","CARROLL, JOHN ","Holy Orders: Hebrews, V"
660,"a00660",116,"_116_","a00116","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_116_','a00660') WHERE 1;","CARROLL, JOHN","Holy Orders: John, XV, 16"
661,"a00661",147,"_147_","a00147","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_147_','a00661') WHERE 1;","CARROLL, JOHN","Holy Orders: Responsibilities"
662,"a00662",113,"_113_","a00113","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_113_','a00662') WHERE 1;","CARROLL, JOHN ","Holy Trinity Congregation, To"
663,"a00663",136,"_136_","a00136","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_136_','a00663') WHERE 1;","CARROLL, JOHN","Homily on the concluding part of the 2d. ch. of S. Luke"
664,"a00664",122,"_122_","a00122","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_122_','a00664') WHERE 1;","CARROLL, JOHN","Honors due to religion, On the"
665,"a00665",121,"_121_","a00121","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_121_','a00665') WHERE 1;","CARROLL, JOHN ","Importance of Salvation, On the"
666,"a00666",126,"_126_","a00126","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_126_','a00666') WHERE 1;","CARROLL, JOHN ","Infidelity"
667,"a00667",159,"_159_","a00159","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_159_','a00667') WHERE 1;","CARROLL, JOHN","Infidelity"
668,"a00668",166,"_166_","a00166","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_166_','a00668') WHERE 1;","CARROLL, JOHN","Jubilee Year"
669,"a00669",161,"_161_","a00161","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_161_','a00669') WHERE 1;","CARROLL, JOHN","Last Judgment, The"
670,"a00670",141,"_141_","a00141","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_141_','a00670') WHERE 1;","CARROLL, JOHN","Lent: Fasting"
671,"a00671",130,"_130_","a00130","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_130_','a00671') WHERE 1;","CARROLL, JOHN ","Lent: The Parable of the Sower"
672,"a00672",155,"_155_","a00155","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_155_','a00672') WHERE 1;","CARROLL, JOHN","Matrimony: John, II, 1-2"
673,"a00673",156,"_156_","a00156","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_156_','a00673') WHERE 1;","CARROLL, JOHN ","Mercy towards children, On"
674,"a00674",119,"_119_","a00119","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_119_','a00674') WHERE 1;","CARROLL, JOHN","Neglecting daily graces, On"
675,"a00675",235,"_235u_","a00235u","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_235u_','a00675') WHERE 1;","CARROLL, JOHN","Pastoral duties, On"
676,"a00676",128,"_128_","a00128","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_128_','a00676') WHERE 1;","CARROLL, JOHN","Penance"
677,"a00677",157,"_157_","a00157","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_157_','a00677') WHERE 1;","CARROLL, JOHN","Penance"
678,"a00678",137,"_137_","a00137","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_137_','a00678') WHERE 1;","CARROLL, JOHN","Penance, On"
679,"a00679",164,"_164_","a00164","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_164_','a00679') WHERE 1;","CARROLL, JOHN ","Pentecost"
680,"a00680",165,"_165_","a00165","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_165_','a00680') WHERE 1;","CARROLL, JOHN","Pentecost"
681,"a00681",125,"_125_","a00125","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_125_','a00681') WHERE 1;","CARROLL, JOHN ","Pentecost, On"
682,"a00682",139,"_139_","a00139","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_139_','a00682') WHERE 1;","CARROLL, JOHN ","Remorse for sin, On"
683,"a00683",153,"_153_","a00153","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_153_','a00683') WHERE 1;","CARROLL, JOHN ","Repentance--Fragment"
684,"a00684",152,"_152_","a00152","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_152_','a00684') WHERE 1;","CARROLL, JOHN","Repentance: Fragment"
685,"a00685",146,"_146_","a00146","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_146_','a00685') WHERE 1;","CARROLL, JOHN","Spirit of the World, The"
686,"a00686",111,"_111_","a00111","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_111_','a00686') WHERE 1;","CARROLL, JOHN","Suspension of Andrew Nugent, On the"
